slide_id,acinar,lepidic,micropapillary,papillary,solid,in situ,cribriform
WSI-139,0,0,0,1,0,0,0
WSI-143,0,0,0,0,1,0,0
WSI-144,0,0,0,0,1,0,0
WSI-147,0,0,1,0,0,0,0
WSI-148,0,0,1,0,0,0,0
WSI-151,0,0,1,0,0,0,0
WSI-152,0,0,0,1,0,0,0
WSI-153,0,0,0,1,0,0,0
WSI-154,0,0,1,0,0,0,0
WSI-155,0,0,1,0,0,0,0
WSI-157,0,0,0,0,1,0,0
WSI-159,0,0,0,0,1,0,0
WSI-161,0,0,0,0,1,0,0
WSI-162,0,0,0,0,1,0,0
WSI-163,0,0,0,0,1,0,0
WSI-164,0,0,0,0,1,0,0
WSI-165,0,0,0,0,1,0,0
WSI-166,0,0,1,0,0,0,0
WSI-167,0,0,1,0,0,0,0
WSI-168,0,0,1,0,0,0,0
WSI-169,0,0,1,0,0,0,0
WSI-170,0,0,1,0,0,0,0
WSI-171,0,0,1,0,0,0,0
WSI-172,0,0,0,1,0,0,0
WSI-173,0,0,0,1,0,0,0
WSI-174,0,0,0,1,0,0,0
WSI-175,0,0,0,1,0,0,0
WSI-176,0,0,0,1,0,0,0
WSI-177,0,0,0,0,1,0,0
WSI-178,0,0,0,0,1,0,0
WSI-179,0,0,0,0,1,0,0
WSI-180,0,0,0,1,0,0,0
WSI-182,0,0,0,1,0,0,0
WSI-183,0,0,0,1,0,0,0
WSI-184,0,0,0,1,0,0,0
WSI-185,0,0,0,1,0,0,0
WSI-188,0,0,1,0,0,0,0
WSI-190,0,0,1,0,0,0,0
WSI-191,0,0,1,0,0,0,0
WSI-192,0,0,0,1,0,0,0
WSI-193,0,0,0,0,1,0,0
WSI-194,0,0,1,0,0,0,0
WSI-196,0,0,0,0,0,0,1
WSI-197,0,0,0,0,0,0,1
WSI-198,0,0,1,0,0,0,0
WSI-199,0,0,1,0,0,0,0
WSI-200,0,0,0,0,0,0,1
WSI-201,0,0,0,0,0,0,1
WSI-202,0,0,1,0,0,0,0
WSI-204,0,0,0,0,1,0,0
WSI-205,0,0,0,0,1,0,0
WSI-207,0,0,0,0,1,0,0
WSI-208,0,0,0,0,1,0,0
WSI-210,0,0,0,1,0,0,0
WSI-212,0,0,0,0,0,0,1
WSI-215,0,0,0,1,0,0,0
WSI-216,0,0,0,1,0,0,0
WSI-218,0,0,0,1,0,0,0
WSI-219,0,0,0,1,0,0,0
WSI-220,0,0,0,1,0,0,0
WSI-222,0,0,0,1,0,0,0
WSI-223,0,0,0,1,0,0,0
WSI-224,0,0,0,0,1,0,0
WSI-225,0,0,0,0,1,0,0
WSI-226,0,0,0,0,1,0,0
WSI-227,0,0,0,0,0,0,1
WSI-229,0,0,0,0,0,0,1
WSI-235,0,0,0,0,0,0,1
WSI-236,0,0,0,0,0,0,1
WSI-237,0,0,0,0,0,0,1
WSI-238,0,0,1,0,0,0,0
WSI-239,0,0,1,0,0,0,0
WSI-240,0,0,1,0,0,0,0
WSI-241,0,0,0,0,1,0,0
WSI-242,0,0,0,0,1,0,0
WSI-244,0,0,0,0,0,0,1
WSI-245,0,0,0,0,0,0,1
WSI-246,0,0,0,0,0,0,1
WSI-247,0,0,0,0,0,0,1
WSI-248,0,0,0,1,0,0,0
WSI-249,0,0,0,1,0,0,0
WSI-251,0,0,0,1,0,0,0
WSI-252,0,0,0,1,0,0,0
WSI-254,0,0,1,0,0,0,0
WSI-256,0,0,0,0,1,0,0
WSI-257,0,0,0,0,1,0,0
WSI-258,0,0,1,0,0,0,0
WSI-259,0,0,1,0,0,0,0
WSI-260,0,0,1,0,0,0,0
WSI-261,0,0,0,0,1,0,0
WSI-262,0,0,0,0,1,0,0
WSI-265,0,0,0,1,0,0,0
WSI-266,0,0,0,1,0,0,0
WSI-267,0,0,0,0,0,0,1
WSI-268,0,0,0,0,0,0,1
WSI-269,0,0,0,1,0,0,0
WSI-270,0,0,0,1,0,0,0
WSI-272,0,0,0,1,0,0,0
WSI-273,0,0,0,0,0,0,1
WSI-274,0,0,0,0,0,0,1
WSI-276,1,0,0,0,0,0,0
WSI-277,0,0,1,0,0,0,0
WSI-278,0,0,1,0,0,0,0
WSI-280,1,0,0,0,0,0,0
WSI-281,1,0,0,0,0,0,0
WSI-282,1,0,0,0,0,0,0
WSI-284,0,1,0,0,0,0,0
WSI-287,1,0,0,0,0,0,0
WSI-288,1,0,0,0,0,0,0
WSI-289,1,0,0,0,0,0,0
WSI-290,1,0,0,0,0,0,0
WSI-291,1,0,0,0,0,0,0
WSI-292,0,0,0,1,0,0,0
WSI-293,0,0,0,1,0,0,0
WSI-294,0,0,0,1,0,0,0
WSI-295,0,1,0,0,0,0,0
WSI-297,0,0,0,1,0,0,0
WSI-298,0,0,0,1,0,0,0
WSI-299,0,0,0,1,0,0,0
WSI-301,1,0,0,0,0,0,0
WSI-302,0,0,1,0,0,0,0
WSI-303,0,0,1,0,0,0,0
WSI-304,1,0,0,0,0,0,0
WSI-305,1,0,0,0,0,0,0
WSI-306,1,0,0,0,0,0,0
WSI-307,1,0,0,0,0,0,0
WSI-308,0,1,0,0,0,0,0
WSI-309,0,1,0,0,0,0,0
WSI-310,1,0,0,0,0,0,0
WSI-311,0,1,0,0,0,0,0
WSI-312,0,1,0,0,0,0,0
WSI-313,1,0,0,0,0,0,0
WSI-314,1,0,0,0,0,0,0
WSI-315,0,1,0,0,0,0,0
WSI-316,0,1,0,0,0,0,0
WSI-317,0,1,0,0,0,0,0
WSI-318,0,1,0,0,0,0,0
WSI-319,0,1,0,0,0,0,0
WSI-320,1,0,0,0,0,0,0
WSI-321,1,0,0,0,0,0,0
WSI-322,0,0,1,0,0,0,0
WSI-323,0,0,1,0,0,0,0
WSI-324,0,0,1,0,0,0,0
WSI-325,0,1,0,0,0,0,0
WSI-328,0,0,1,0,0,0,0
WSI-329,1,0,0,0,0,0,0
WSI-332,0,0,1,0,0,0,0
WSI-333,0,0,1,0,0,0,0
WSI-334,0,0,0,1,0,0,0
WSI-335,0,0,0,1,0,0,0
WSI-336,0,0,1,0,0,0,0
WSI-337,0,0,1,0,0,0,0
WSI-338,0,0,1,0,0,0,0
WSI-341,0,1,0,0,0,0,0
WSI-342,0,1,0,0,0,0,0
WSI-344,0,1,0,0,0,0,0
WSI-349,1,0,0,0,0,0,0
WSI-350,0,1,0,0,0,0,0
WSI-352,1,0,0,0,0,0,0
WSI-353,0,0,0,0,0,1,0
WSI-354,1,0,0,0,0,0,0
WSI-355,1,0,0,0,0,0,0
WSI-356,0,0,0,1,0,0,0
WSI-357,0,0,0,0,0,1,0
WSI-358,0,0,0,0,0,1,0
WSI-360,1,0,0,0,0,0,0
WSI-361,0,0,0,0,1,0,0
WSI-362,0,0,0,0,0,1,0
WSI-365,1,0,0,0,0,0,0
WSI-366,1,0,0,0,0,0,0
WSI-367,0,0,0,1,0,0,0
WSI-368,0,0,0,1,0,0,0
WSI-369,1,0,0,0,0,0,0
WSI-370,0,1,0,0,0,0,0
WSI-371,1,0,0,0,0,0,0
WSI-373,0,0,0,0,0,1,0
WSI-374,0,0,0,0,0,1,0
WSI-375,0,0,0,0,0,0,1
WSI-376,1,0,0,0,0,0,0
WSI-378,0,0,0,0,0,1,0
WSI-380,1,0,0,0,0,0,0
WSI-383,0,0,0,0,0,1,0
WSI-384,0,0,0,0,0,1,0
WSI-388,0,0,0,0,0,1,0
WSI-389,0,1,0,0,0,0,0
WSI-390,0,1,0,0,0,0,0
WSI-391,0,1,0,0,0,0,0
WSI-392,0,0,0,0,0,1,0
WSI-395,1,0,0,0,0,0,0
WSI-397,1,0,0,0,0,0,0
WSI-399,1,0,0,0,0,0,0
WSI-400,1,0,0,0,0,0,0
WSI-401,0,1,0,0,0,0,0
WSI-403,1,0,0,0,0,0,0
WSI-404,0,0,0,0,0,1,0
WSI-405,0,0,0,0,1,0,0
WSI-407,0,0,0,0,0,1,0
WSI-408,0,0,1,0,0,0,0
